Close,Open,High,Low,Date,Daily return,Target,Running_Max,Drawdown,Max_Drawdown,Cumulative_Max
191.81,194.42,197.39,189.94,27/03/2023,0.735255501,0,214.24,-10.46956684,-19.28678118,214.24
189.19,192,192.35,185.43,28/03/2023,-1.36593504,0,214.24,-11.6924944,-19.28678118,214.24
193.88,193.13,195.29,189.44,29/03/2023,2.478989376,1,214.24,-9.503360717,-19.28678118,214.24
195.28,195.58,197.33,194.42,30/03/2023,0.722096142,0,214.24,-8.849887976,-19.28678118,214.24
207.46,197.53,207.79,197.2,31/03/2023,6.23719787,1,214.24,-3.164675131,-19.28678118,214.24
194.77,199.91,202.69,192.2,03/04/2023,-6.116841801,0,214.24,-9.08793876,-19.28678118,214.24
192.58,197.32,198.74,190.32,04/04/2023,-1.124403142,0,214.24,-10.11015683,-19.28678118,214.24
185.52,190.52,190.68,183.76,05/04/2023,-3.666008931,0,214.24,-13.40552651,-19.28678118,214.24
185.06,183.08,186.39,179.74,06/04/2023,-0.247951703,1,214.24,-13.62023898,-19.28678118,214.24
184.51,179.94,185.1,176.11,10/04/2023,-0.297200908,1,214.24,-13.87696042,-19.28678118,214.24
186.79,186.69,189.19,185.65,11/04/2023,1.235705382,1,214.24,-12.81273338,-19.28678118,214.24
180.54,190.74,191.58,180.31,12/04/2023,-3.346003533,0,214.24,-15.7300224,-19.28678118,214.24
185.9,182.96,186.5,180.94,13/04/2023,2.968871164,1,214.24,-13.22815534,-19.28678118,214.24
185,183.95,186.28,182.01,14/04/2023,-0.484131253,1,214.24,-13.64824496,-19.28678118,214.24
187.04,186.32,189.69,182.69,17/04/2023,1.102702703,1,214.24,-12.69604182,-19.28678118,214.24
184.31,187.15,187.69,183.58,18/04/2023,-1.459580838,0,214.24,-13.97031367,-19.28678118,214.24
180.59,179.1,183.5,177.65,19/04/2023,-2.018338669,1,214.24,-15.70668409,-19.28678118,214.24
162.99,166.17,169.7,160.56,20/04/2023,-9.745833103,0,214.24,-23.92176998,-23.92176998,214.24
165.08,164.8,166,161.32,21/04/2023,1.282287257,1,214.24,-22.94622853,-23.92176998,214.24
162.55,164.65,165.65,158.61,24/04/2023,-1.532590259,0,214.24,-24.12714712,-24.12714712,214.24
160.67,159.82,163.47,158.75,25/04/2023,-1.15656721,1,214.24,-25.00466766,-25.00466766,214.24
153.75,160.29,160.67,153.14,26/04/2023,-4.306964586,0,214.24,-28.23469007,-28.23469007,214.24
160.19,152.64,160.48,152.37,27/04/2023,4.188617886,1,214.24,-25.22871546,-28.23469007,214.24
164.31,160.9,165,157.32,28/04/2023,2.571945814,1,214.24,-23.30563854,-28.23469007,214.24
161.83,163.17,163.28,158.83,01/05/2023,-1.509342097,0,214.24,-24.46321882,-28.23469007,214.24
160.31,161.88,165.49,158.93,02/05/2023,-0.939257245,0,214.24,-25.17270351,-28.23469007,214.24
160.61,160.01,165,159.91,03/05/2023,0.187137421,1,214.24,-25.03267364,-28.23469007,214.24
161.2,162.71,162.95,159.65,04/05/2023,0.36734948,0,214.24,-24.75728155,-28.23469007,214.24
170.06,163.97,170.79,163.51,05/05/2023,5.496277916,1,214.24,-20.62173264,-28.23469007,214.24
171.79,173.72,173.8,169.19,08/05/2023,1.017288016,0,214.24,-19.81422704,-28.23469007,214.24
169.15,168.95,169.82,166.56,09/05/2023,-1.536759998,1,214.24,-21.04648992,-28.23469007,214.24
168.54,172.55,174.43,166.68,10/05/2023,-0.360626663,0,214.24,-21.33121733,-28.23469007,214.24
172.08,168.7,173.57,166.79,11/05/2023,2.100391598,1,214.24,-19.67886482,-28.23469007,214.24
167.98,176.07,177.38,167.23,12/05/2023,-2.382612738,0,214.24,-21.59260642,-28.23469007,214.24
166.35,167.66,169.76,164.55,15/05/2023,-0.970353614,0,214.24,-22.3534354,-28.23469007,214.24
166.52,165.65,169.52,164.35,16/05/2023,0.102194169,1,214.24,-22.27408514,-28.23469007,214.24
173.86,168.41,174.5,167.19,17/05/2023,4.407878933,1,214.24,-18.84802091,-28.23469007,214.24
176.89,174.22,177.06,172.45,18/05/2023,1.742781548,1,214.24,-17.43371919,-28.23469007,214.24
180.14,177.17,181.95,176.31,19/05/2023,1.837300017,1,214.24,-15.9167289,-28.23469007,214.24
188.87,180.7,189.32,180.11,22/05/2023,4.846230709,1,214.24,-11.8418596,-28.23469007,214.24
185.77,186.2,192.96,185.26,23/05/2023,-1.641340605,0,214.24,-13.28883495,-28.23469007,214.24
182.9,182.23,184.22,178.22,24/05/2023,-1.544921139,1,214.24,-14.62845407,-28.23469007,214.24
184.47,186.54,186.78,180.58,25/05/2023,0.858392564,0,214.24,-13.89563107,-28.23469007,214.24
193.17,184.62,198.6,184.53,26/05/2023,4.716214019,1,214.24,-9.83476475,-28.23469007,214.24
